ID;Reference;Designation;Mill;Coul;Cond;Cont
1256;071904;VIN DE TABLE ROUGE MERLOT;2003;RGE;x 1;VRAC
1257;071913;VIN DE TABLE ROUGE 12;2003;RGE;x 1;VRAC
1258;042902;VDP VAUCLUSE ROUGE;2003;RGE;x 1;VRAC
1259;071915;VDT ROSE 12;2003;RGE;x 1;VRAC
1260;020001;CH DE LA COUR AV ST EMILION 98;1998;RGE;x 6;75 cl
1261;025028;VINS DES PERSONNETS VDPOC BLANC;2003;BLC;x 6;75 cl
1262;018190;BARONNIE D' AIGNAN BRUT ANTIQUE CREMANT DE LOIRE;0;BLC;x 6;75 cl
1263;033002;CLOS LABARDE ST EMILION GRAND CRU;2002;RGE;x 6;75 cl
1264;033003;CLOS LABARDE ST EMILION GRAND CRU;2002;RGE;x 6;37.5 cl
1265;005020;CH PASSAVANT ANJOU VILLAGE RGE;0;RGE;x 6;37.5 cl
1266;005019;CH PASSAVANT ANJOU VILLAGE RGE;0;RGE;x 6;75 cl
1267;090018;DME MEZIAT AC MORGON;0;RGE;x 6;37.5 cl
1268;064005;DME CLOSEL CLOS DU PAPILLON;0;BLC;x 6;75 cl
1269;090000;DME ROCHE ST MARTIN BROUILLY;0;RGE;x 6;75 cl
1270;090001;DME ROCHE ST MARTIN BROUILLY;0;RGE;x 6;75 cl
1271;090048;DME DU MOULIN BERGER AC ST AMOUR;0;RGE;x 6;75 cl
1272;090049;DME DU MOULIN BERGER AC ST AMOUR;0;RGE;x 6;37.5 cl
1273;013701;CHABLIS GD CRU GRENOUILLE;0;BLC;x 6;75 cl
1274;025011;DOM 2 ROCHES MACON VILLAGES;0;BLC;x 6;37.5 cl
1275;068020;DME DUBREUIL FONTAINE AC BOURG CHAPELLE NOTRE DAME;2002;RGE;x 6;75 cl
1276;013100;LA CHAB AC CHABLIS PREMIER CRU GRANDE CUVEE;2002;BLC;x 6;75 cl
1278;079003;DOMAINE CORNE LOUP TAVEL;2003;RGE;x 6;75 cl
1279;079002;DOMAINE CORNE LOUP TAVEL;2003;RGE;x 24;37.5 cl
1280;025035;VDPOC JEUNES VIGNES BLANC;0;BLC;x 6;75 cl
1281;025036;VDPOC JEUNES VIGNES ROUGE;0;RGE;x 6;75 cl
1282;093000;CH SEGONZAC AC 1ERE COTES DE BLAYE RGE;0;RGE;x 6;75 cl
1283;093003;CH SEGONZAC AC 1 ERE COTES DE BLAYE RGE;0;RGE;x 24;37.5 cl
1284;041007;CH TOUR DE PEZ AC ST ESTEPHE;2009;RGE;x 24;37.5 cl
1285;044002;VPOC CHARDONNAY D.DE CLAPIES;2007;BLC;x 6;75 cl
1286;013485;LA CHABLISIENNE  AC CHABLIS 1ER CRU FOURCHAUME;2001;BLC;x 12;75 cl
1287;013486;LA CHABLISIENNE  AC CHABLIS 1ER CRU FOURCHAUME;2001;BLC;x 24;37.5 cl
1288;049006;CHATEAU FLAMAND BELLEVUE AC BORDEAUX ROUGE;2001;RGE;x 6;75 cl
1289;022000;DOM LATOUR GIRAUD CUV CHARLES MAXIME;2001;BLC;x 6;75 cl
1290;022001;DOM LATOUR MEURSAULT 1ER CRU CHARMES;0;BLC;x 6;75 cl
1291;022003;DOM LATOUR GENEVRIERES 1ER CRU;2003;BLC;x 6;75 cl
1292;022010;DOM LATOUR PULIGNY MONTRACHET 1ER CRU CHAMPS CANET;2003;BLC;x 6;75 cl
1293;022050;DOM LATOUR VOLNAY CLOS DES CHENES 1ER CRU;0;RGE;x 6;75 cl
1294;022059;DOM LATOUR GIRAUD POMMARD VILLAGE;0;RGE;x 6;75 cl
1295;045001;CH LAFARGUES RGE PESSAC LEOGNAN;2000;RGE;x 6;75 cl
1296;074015;BRUT DU FOUDRE AC GIGONDAS;1999;RGE;x 6;75 cl
1297;074020;SYTERRES AC GIGONDAS;2001;RGE;x 6;75 cl
1298;074025;AC GIGONDAS;2003;RGE;x 1;B05L
1299;016000;AOP BEAUJOLAIS NOUVEAU DME PAIRE BIO;2016;RGE;x 6 CB;75 cl
1300;052021;CH RAMAGE LA BATISSE AC HAUT MEDOC CRU BOURGEOIS C;2010;RGE;x 6;75 cl
1301;052022;CH RAMAGE LA BATISSE AC HAUT MEDOC CRU BOURGEOIS;2009;RGE;x 12;37.5 cl
1302;052058;CH BELCIER AC COTE CASTILLON CAISSE BOIS;2003;RGE;x 1;IMPERIALE
1303;052381;CHATEAU FONGABAN AC PUISSEGUIN ST EMILION;1999;RGE;x 24;37.5 cl
1305;096009;AC GRAVES CH DE L'HOSPITAL (SC);2004;BLC;x 6;75 cl
1306;036002;AC CTX DU LANG. COL DU VENT;2014;RSE;x 6;75 cl
1312;046010;AC COT DU LANG ROBE POURPRE;2013;RGE;x 6;75 cl
1319;042050;CELLIER DES PRINCES VDP ORANGE;0;BLC;x 1;B10L
1320;042060;CELLIER DES PRINCES VDP ORANGE MERLOT;0;RGE;x 1;B10L
1321;052023;AC HT MEDOC CRU.B  R.LA BATISSE (SC);2000;RGE;x 12;37.5 cl
1322;002017;VDP GARD C. GALLICIAN;0;RSE;x 1;B10L
1323;002018;VDP GARD C. GALLICIAN;0;RSE;x 1;B05L
1326;044005;DOMAINE DE CLAPIES VDP OC CUVEE DES MONTILLES;0;RGE;x 1;B10L
1327;009015;LES CHARMILLES AC SANCERRE;2003;BLC;x 6;75 cl
1328;009016;LES CHARMILLES AC SANCERRE;2003;BLC;x 12;37.5 cl
1329;090022;DOMAINE SANTE AC MOULIN A VENT;0;RGE;x 12;37.5 cl
1332;039020;VDN RIVESALTES  AMBRE;2003;BLC;x 6;75 cl
1336;039028;VDN MAURY;2013;RGE;x 6;75 cl
1337;039030;VDN MUSCAT DE RIVESALTES;2013;BLC;x 6;75 cl
1342;052057;AC C CASTILLON. B DE BELCIER;2000;RGE;x 6;75 cl
1346;083001;FAUGERES DE LAURENS AC FAUGERES;2003;RGE;x 1;B10L
1347;083002;FAUGERES DE LAURENS AC FAUGERES;2003;RGE;x 1;B05L
1348;083003;AC FAUGERES C.PREST DE LAURENS;2014;RGE;x 6;75 cl
1349;083005;FAUGERES DE LAURENS AC FAUGERES;2004;RSE;x 1;B10L
1350;083006;FAUGERES DE LAURENS AC FAUGERES;2004;RSE;x 1;B05L
1351;083010;FAUG. DE LAUR. AC FAUGERES CUVEE PRESTIGE;2004;RSE;x 6;75 cl
1353;025027;DME D'ANTUGNAC VDP CHARDONNAY;2004;BLC;x 6;75 cl
1354;057080;BARON DE LYSSART DOUX AOC GAILLAC;2003;BLC;x 6;75 cl
1357;085001;VDP JARDIN DE LA FRANCE SAUVIGNON FLEUR DE LYS;2004;BLC;x 1;B10L
1358;085002;VDP JARDIN DE LA FRANCE SAUVIGNON FLEUR DE LYS;2004;BLC;x 1;B05L
1360;061010;CASSYTA VDP DU TARN ET GARONNE;2004;RGE;x 6;75 cl
1361;061014;CASSYTA VDP DU TARN ET GARONNE;2004;RSE;x 6;75 cl
1362;061016;CASSYTA VDP DU TARN ET GARONNE;2004;BLC;x 6;75 cl
1363;022054;DOM LATOUR GIRAUD POMMARD REFENE 1ER CRU;2001;RGE;x 6;75 cl
1364;022045;DOM LATOUR MARANGES 1ER CRU LA FUSSIERE;2002;RGE;x 6;75 cl
1365;062010;CH CARBON D'ARTIGUES AC GRAVES;2003;RGE;x 6;75 cl
1370;002003;VDP GARD. C GALLICIAN;0;RGE;x 1;B10L
1371;002004;VDP GARD. C GALLICIAN;0;RGE;x 1;B05L
1372;067003;DME DE LA CAMARETTE VDP VAUCLUSE;2004;RGE;x 1;B05L
1373;051133;CLOS TRIMOULET AC ST EMILION GRAND CRU;2011;RGE;x 6;150 cl
1374;051005;CH CHEVALIER ST GEORGES AC MONTAGNE ST EMILION;2009;RGE;x 6;75 cl
1375;051006;CH CHEVALIER ST GEORGES AC MONTAGNE ST EMILION;2011;RGE;x 6;150 cl
1376;040015;AC C DE BOURG. CARACTERE;2012;RGE;x 6;75 cl
1382;068130;D FONTAINE AC PERNAND ILE DES VERGELESSES 1ER CRU;2002;RGE;x 6;75 cl
1385;007021;DOMAINE DUSSOURT AC GEWURZTRAMINER;2010;BLC;x 12;37.5 cl
1386;007022;AC PINOT GRIS D. DUSSOURT SC;2004;BLC;x 24;37.5 cl
1387;092001;DOMAINE HAUT LIROU AC CTX LANG PIC ST LOUP;2003;RGE;x 6;75 cl
1388;025003;DME DEUX ROCHES AC ST VERAN RIVES DE LONGSAULT;2013;BLC;x 6;75 cl
1389;019005;CH LES HAUTS DE PEREY AC BDX SUP;2003;RGE;x 12;37.5 cl
1391;092005;AC CTX LANG L'ESPRIT HT LIROU;2010;RGE;x 6;75 cl
1392;067100;LA FIGUIERE - HUILE D'OLIVE VIERGE EXTRA;0;BLC;x 6;75 cl
1393;078010;CHANTECOTES AC COTES DU RHONE;2004;RSE;x 6;75 cl
1394;062025;CH CARBON D'ARTIGUES AC BORDEAUX;2004;RSE;x 6;75 cl
1395;050015;CH HAUT LIGNIERES AC FAUGERES CUVEE XXL;0;RGE;x 6;75 cl
1396;094001;AC MOULIS EN MEDOC TOUR GRANINS GD-POUJEAUX;2014;RGE;x 6;75 cl
1398;096010;CH DE ROUILLAC AC PESSAC LEOGNAN;2000;RGE;x 6;150 cl
1399;025032;CH D'ANTUGNAC AC LIMOUX;2004;BLC;x 24;37.5 cl
1400;051130;CLOS TRIMOULET AC ST EMILION GRAND CRU;2005;RGE;x 24;37.5 cl
1401;049008;AC BX SUP Tradi  CH LAUDUC;2012;RGE;x 12;37.5 cl
1402;049040;CH LAUDUC AC BORDEAUX CLAIRET;2015;RSE;x 6;75 cl
1404;052003;CH RAMAGE LA BATISSE AC HAUT-MEDOC CRU BOURGEOIS;2004;RGE;x 1;IMPERIALE
1406;094003;AC MOULIS EN MEDOC GD POUJEAUX;2012;RGE;x 6;150 cl
1407;019030;COMTE AUGUSTE BORDEAUX SUPERIEUR;2000;RGE;x 6;75 cl
1408;016030;LES VIGNERONS DU GD SUD AC COTES DE PROVENCE;0;RSE;x 6;75 cl
1411;080017;DOMAINE ST PIERRE AC SANCERRE;0;RGE;x 6;150 cl
1414;033005;CLOS LABARDE AC ST EMILION GRAND CRU;2001;RGE;x 6;75 cl
1415;033006;CLOS LABARDE AC ST EMILION GRAND CRU;2001;RGE;x 6;37.5 cl
1416;105001;CH LES HAUTS D'AGLAN AC CAHORS RGE;2002;RGE;x 6;75 cl
1417;074040;VACQUEYRAS NOIR/OR;2003;RGE;x 6;75 cl
1418;074041;VACQUEYRAS NOIR/OR;2003;RGE;x 12;37.5 cl
1419;045005;CH LAFARGUE AC PESSAC LEOGNAN;2004;BLC;x 6;75 cl
1421;107003;AC MARGAUX CRU.B CH DEYREM VALENTIN (caveau);2005;RGE;x 6;150 cl
1422;053020;VDT ROUGE;2004;RGE;x 1;B10L
1423;053021;VDT ROUGE;2004;RGE;x 1;B05L
1424;053015;COUSINE BERTHE AC ST CHINIAN;2003;RGE;x 6;75 cl
1432;025033;AC LIMOUX Aux Bons Hommes D.D'ANTUGNAC;2012;RGE;x 6;75 cl
1433;075004;AC MEDOC. CH.BREUIL RENAISSANCE;2014;RGE;x 6;150 cl
1434;075010;AC MEDOC CRU.B CH LES CABANS;2008;RGE;x 6;75 cl
1437;028015CB;AC 1ERES C.DE BLAYE LES BERTRANDS;2014;RGE;x 3 CB;75 cl
1438;028008;AC C. DE BLAYE CH L.BERTRANDS;0;RGE;x 1;B05L
1443;075011;AC MEDOC CRU.B CH LES CABANS;2013;RGE;x 6;150 cl
1444;043100;1ERES COTES DE BLAYE;0;RGE;x 1;B03L
1445;043110;BORDEAUX;0;RGE;x 1;B03L
1446;043120;BAILLI DE BOURG;0;RGE;x 1;B03L
1447;043130;COTES DE BOURG;0;RGE;x 1;B03L
1448;043140;BORDEAUX CLAIRET;0;RGE;x 1;B03L
1449;074012;AC GIGONDAS LA REFENCE;2012;RGE;x 6;75 cl
1450;074013;AC B DE VENISE TERRISSIMO;2014;RGE;x 6;75 cl
1452;016009;CAVE CEZARENQUE VDT;2004;RSE;x 1;B10L
1453;079004;DOMAINE CORNE LOUP TAVEL;2004;RSE;x 6;75 cl
1454;079005;DOMAINE CORNE LOUP TAVEL;2004;RSE;x 12;37.5 cl
1455;040017;AC C DE BOURG F.CHENE NECTAR;2012;RGE;x 6;75 cl
1456;001502;PANNIER AC CHAMPAGNE SELECTION BRUT;0;BLC;x 1 CB;150 cl
1458;001504;COFFRET 3 BLLES CHAMPAGNE SELECTION BRUT;0;BLC;x 3 CB;75 cl
1459;071006;BOISSERON MERLOT CABERNET 70/30;2004;RGE;x 1;VRAC
1460;048015;CH GUIBEAU AC PUISSEGUIN ST EMILION;2000;RGE;x 1 CB;150 cl
1461;084001;AC CORBIERES CASTELMAURE;0;RGE;x 1;B10L
1462;084002;AC CORBIERES CASTELMAURE;0;RGE;x 1;B05L
1463;084005;VDT LA BUVETTE (x12);2013;RGE;x 12;75 cl
1464;084006;AOP CORBIERES LE CASTELMAURE;2015;RGE;x 6;75 cl
1465;084007;AC CORBIERES LA POMPADOUR;2014;RGE;x 6;75 cl
1466;114010;AC TOURAINE SAUV D.LA CHAISE;0;BLC;x 1;B10L
1467;114011;AC TOURAINE SAUV D.LA CHAISE;0;BLC;x 1;B05L
1468;010050;(SC) VOUVRAY C.DE ROUGEMONT;2012;BLC;x 6;75 cl
1470;057020;PRINCESSE EMILIE VIELLI FUT;0;RGE;x 6;75 cl
1473;052024;CHATEAU RAMAGE LA BATISSE HAUT MEDOC CRU BOURGEOIS;2009;RGE;x 1;150 cl
1476;041015;CH LES HAUTS DE PEZ AC ST ESTPHE;2012;RGE;x 6;75 cl
1477;044003;VPOC SYRAH D.DE CLAPIES;2006;RGE;x 6;75 cl
1482;109003;EXPRESSION AC COSTIERES DE NIMES;2005;BLC;x 6;75 cl
1484;067011;TEMPRANILLO VDP;2005;RGE;x 6;75 cl
1485;041008;CH TOUR DE PEZ AC ST ESTEPHE;2006;RGE;x 12;37.5 cl
1488;073010;CHATEAU TALBOT ST JULIEN 4 CRU CLASSE;2003;RGE;x 6;150 cl
1491;078009;CHANTE BLANC VDP ORANGE;2005;BLC;x 6;75 cl
1492;013850;LA CHABLISIENNE AC CHABLIS;0;BLC;x 1;B10L
1494;116001;AC CHINON LES GRAVES;2015;RGE;x 6;75 cl
1496;117001;CUVEE BARON LAMORAL D'OSTREL AC CTX DU LANGU;2003;RGE;x 6;75 cl
1499;001900;COFFRET 3 BOUTEILLES P5010;0;BLC;x 1;75 cl
1502;109004;ELEGANCE AC COSTIERES DE NIMES;2004;RGE;x 6;75 cl
1503;109005;HARMONIE AC COSTIERES DE NIMES;2001;RGE;x 6;75 cl
1504;109010;AC COSTIERES DE NIMES;2005;RGE;x 1;B10L
1505;109011;AC COSTIERES DE NIMES;2005;RGE;x 1;B05L
1506;109012;AC COSTIERES DE NIMES;2005;RSE;x 1;B10L
1507;109013;AC COSTIERES DE NIMES;2005;RSE;x 1;B05L
1508;073020;CH LA TOUR L'ASPIC AC PAUILLAC 2ème vin;0;RGE;x 6;75 cl
1509;113001;AC MENETOU SALON. DME PRIEURE;2015;BLC;x 6;75 cl
1510;113002;AC MENETOU SALON. DME PRIEURE;2015;BLC;x 12;37.5 cl
1511;113005;AC MENETOU SALON. DME PRIEURE;2014;RGE;x 6;75 cl
1512;113006;AC MENETOU SALON. DME PRIEURE;2015;RGE;x 12;37.5 cl
1515;118001;FINE ARMAGNAC ARIANE sans étui;0;RGE;x 6;70 cl
1516;052500;CH PETIT FOMBRAUGE AC ST EMILION GD CRU;1998;RGE;x 6;75 cl
1517;075012;AC MEDOC CRU.B CH LES CABANS;2005;RGE;x 12;37.5 cl
1518;099004;DME VILLEMARIN VDP COTES DE THAU;2005;RGE;x 6;75 cl
1520;119001;AC MINERVOIS CUVEE PAUL D.DES HOMS;2014;RGE;x 6;75 cl
1522;089901;AC SAUMUR D.LA PALEINE;0;RGE;x 1;B05L
1523;031026;LES ROCHES NOIRES AC MUSCADET S&M/LIE;2005;BLC;x 6;75 cl
1524;031027;LES ROCHES NOIRES AC MUSCADET S&M/LIE;2005;BLC;x 12;37.5 cl
1525;013059;LA CHABLISIENNE AC PETIT CHABLIS;0;BLC;x 1;B03L
1526;025034;AC LIMOUX TERRES AMOUREUSES;0;BLC;x 6;75 cl
1527;089300;DOM PALEINE AC SAUMUR MULTA PAUCIS;0;BLC;x 6;75 cl
1528;089400;DOM PALEINE AC CABERNET DE SAUMUR;0;RGE;x 6;75 cl
1529;120001;AC COTEAUX DU LANGUEDOC;2005;RSE;x 6;75 cl
1530;031087;AC MUSCADET SEVRE ET MAINE;2005;BLC;x 1;B10L
1532;031088;VDP DU JARDIN DE LA FRANCE CEPAGE SAUVIGNON;2005;BLC;x 1;B10L
1533;031089;VIN DE TABLE 11 SEC BOISSELIERE;2005;BLC;x 1;B10L
1534;013017;VDP BOURGOGNE CHARDONNAY;0;BLC;x 1;B10L
1535;069017;AC MUSCADET SEVRE ET MAINE;2007;BLC;x 1;B10L
1536;121001;Cuvée Première AC CHAMPAGNE CHASSENAY D'ARCE;0;BLC;x 6;75 cl
1537;049100;CH FLAMAND BELLEVUE AC BDX;0;RGE;x 1;B10L
1538;011009;AC VOUVRAY SEC C.LANTERNE;2004;BLC;x 6;75 cl
1539;069002;DME DES AUDINIERES MOUSSEUX BRUT;0;BLC;x 6;75 cl
1540;115007;Chateau des Roques AC VACQUEYRAS;2014;BLC;x 6;75 cl
1541;078012;BEAUMES DE VENISE;2004;BLC;x 6;75 cl
1542;042097;CHATEAUNEUF DU PAPE;2005;BLC;x 6;75 cl
1543;069003;VDP JARDIN DE LA FRANCE BLANC;2005;BLC;x 1;B10L
1544;012001.1;PIERRES CHAUDES VDP DUCHE D'UZES ROUGE;2003;RGE;x 6;75 cl
1545;122001;Chateau Viella AC MADIRAN TRADITION;2004;RGE;x 6;75 cl
1546;057004;CROIS XT SALVY AC GAILLAC ROUGE;2005;RGE;x 6;75 cl
1547;089011;SAUMUR BLANC DOMAINE DE LA PALEINE;2002;BLC;x 12;37.5 cl
1549;002021;AC COSTIERES DE NIMES CUVEE PRESTIGE;2014;BLC;x 6;75 cl
1550;007009;AC PINOT BLANC DOMAINE DUSSOURT;2004;BLC;x 6;75 cl
1551;124001;AC M ST EMILION CH BECHEREAU;2012;RGE;x 6;75 cl
1552;124002;AC BORDEAUX SUP TRADITION CH BECHEREAU;2012;RGE;x 6;75 cl
1553;124005CB;AC MONTAGNE CH BECHEREAU CB;2011;RGE;x 3;75 cl
1556;087004;AC REUILLY LES BOUCHAUDS;2005;RGE;x 12;37.5 cl
1557;092002;AC CX LANG P.ST LOUP.M DES COSTES;2012;RGE;x 6;75 cl
1559;096007;AC GRAVES CH DE L'HOSPITAL;2009;RGE;x 6;150 cl
1560;110500;AC BERGERAC CH LES MARNIERES;0;RGE;x 1;B10L
1565;049001;CH LAUDUC AC BORDEAUX SUPERIEUR CUVEE PRESTIGE;2002;RGE;x 6;75 cl
1566;049002;CH GALIAS AC BORDEAUX;2003;RGE;x 6;75 cl
1568;052054;CH DE BELCIER AC COTES DE CASTILLON;2007;RGE;x 12 CB;75 cl
1569;052300;CH HAUT BARADIEU AC ST ESTEPHE CRU BOURGEOIS;2002;RGE;x 6;75 cl
1570;074006;CAISSE BOIS INITIATION 6 BLLES + 6 VERRES INAO;0;RGE;x 6;75 cl
1571;074007;GIGONDAS Signature JERO CAISSE BOIS;2013;RGE;x 1;Jéroboam
1572;074008;GIGONDAS NOIR ET OR CAISSE BOIS;2000074;RGE;x 1;150 cl
1573;074009;GIGONDAS CAISSE BOIS;2000;RGE;x 1;Mathusalem
1577;118002;FINE ARMAGNAC 40% vol Ariane avec étui;0;RGE;x 1;70 cl
1578;118003;ARMAGNAC NAPOLEON BASQ. en étui;0;RGE;x 1;70 cl
1579;118004;ARMAGNAC VSOP ARIANE en étui;0;RGE;x 1;70 cl
1580;118005;ARMAGNAC 15 ANS D'AGE ARIANE en étui;0;RGE;x 1;70 cl
1581;118006;ARMAGNAC 20 ANS D'AGE ARIANE en étui;0;RGE;x 1;70 cl
1582;118007;ARMAGNAC 25 ANS D'AGE ARIANE en étui;0;RGE;x 1;70 cl
1583;118008;ARMAGNAC MILLESIME 40% VOL Ariane en 70 cl;1966;RGE;x 1;70 cl
1584;118009;ARMAGNAC MILLESIME 40% VOL Ariane 70 cl;1964;RGE;x 1;70 cl
1586;071021;VDP GRENACHE;2005;RGE;x 1;VRAC
1587;123005;EMILIE ROMAGNE PUJANELLO LAMBRUSCO ROSSO SECCO;0;RGE;x 12;75 cl
1588;123010;VENETIE DANESE - BARDOLINO CHIARETTO DOC CUVEE LE;2005;RSE;x 6;75 cl
1589;067008;AC VENTOUX ROSE;2006;RSE;x 1;B10L
1591;128001;AC PETIT CHABLIS DME SAVARY;2005;BLC;x 6;75 cl
1592;128005;AC CHABLIS VIEILLES VIGNES DME SAVARY;2001;BLC;x 6;75 cl
1593;128010;AC CHABLIS 1ER CRU FOURCHAUME DME SAVARY;2004;BLC;x 6;75 cl
1594;052025;CH RAMAGE LA BATISSE AC HAUT MEDOC;2005;RGE;x 6;75 cl
1595;052064;CH DE BELCIER AC COTES DE CASTILLON;2005;RGE;x 6;150 cl
1596;002005;CAVE GALLICIAN VDP GARD;0;RGE;x 1;B20L
1597;002019;CAVE GALLICIAN VDP GARD;0;RSE;x 1;B20L
1598;129001;CH DE MOUSSIE AC COSTIERES DE NIMES;2005;RGE;x 6;75 cl
1599;129005;CH DE MOUSSIE AC COSTIERES DE NIMES;2007;RSE;x 6;75 cl
1600;129010;CH MOUSSIE  AC COSTIERES DE NIMES;2007;BLC;x 6;75 cl
1601;130001;LES VIGN DE POUZOLLES-MARGON VDP CHARDONNAY;2005;BLC;x 1;B10L
1604;110501;AC BERGERAC CH LES MARNIERES;0;RGE;x 1;B05L
1605;115010;VDP VAUCLUSE G.DES ROQUES;0;RGE;x 1;B10L
1608;050003;AC FAUGERES HT LIGNIERES;2014;RSE;x 6;75 cl
1609;046015;AC COT DU LANGU D.ARCHIMBAUD;2014;RSE;x 6;75 cl
1611;115011;VDP VAUCLUSE G.DES ROQUES;0;RGE;x 1;B05L
1612;085003;GOURMETS  AC TOURAINE GAMAY;0;RGE;x 6;75 cl
1613;085004;GOURMETS  AC TOURAINE SAUVIGNON;0;BLC;x 6;75 cl
1614;085006;GOURMETS  AC TOURAINE SAUVIGNON;0;BLC;x 6;37.5 cl
1616;133001;AC BANDOL CUVEE TRADITION;2006;RSE;x 6;75 cl
1617;133002;AC BANDOL CUVEE TRADITION;2005;RGE;x 6;75 cl
1618;016900;VDT 12 cuvée Princié (Scael France rurale);2006;RGE;x 1;B20L
1619;016901;VDT 12 cuvée Fiojoli (étiqu Scael France Rurale);2006;RSE;x 1;B20L
1620;016902;VDT 13.5 Cuvée Léon (étiquette Scael France Rural;2006;RGE;x 1;B20L
1621;134001;AC C.DU RHONE D.GALEVAN;0;RGE;x 1;B10L
1622;134002;AC C.DU RHONE D.GALEVAN;0;RGE;x 1;B05L
1623;130002;DME POUZOLLES-MARGON VDP CHARDONNAY;2006;BLC;x 1;B05L
1624;016905;VDT;2006;RSE;x 1;B20L
1627;069011;DME AUDINIERES VDP MUSCADET S&M / LIE (stock cavea;2007;BLC;x 12;37.5 cl
1628;134005;AC C DU RHONE PAROLES DE FEMME;2014;RGE;x 6;75 cl
1629;134007;AC CHATEAUNEUF DU PAPE;2013;RGE;x 6;75 cl
1630;134008;AC CHATEAUNEUF DU PAPE;2013;BLC;x 6;75 cl
1631;134004;AC C.DU RHONE LIBRE EXPRESSION;2014;BLC;x 6;75 cl
1632;019017;CH GAURY-BALETTE AC ENTRE 2 MERS;2003;BLC;x 12;37.5 cl
1633;011003;CUVEE SEMELEE AC VOUVRAY DEMI-SEC;2005;BLC;x 6;75 cl
1635;085101;GOURMETS AC TOURAINE PINEAU D'AUNIS;1990;RSE;x 6;75 cl
1636;085100;GOURMETS AC TOURAINE PINEAU D'AUNIS;1990;RSE;x 6;75 cl
1637;085061;GOURMETS  AC TOURAINE GAMAY;1990;RGE;x 6;75 cl
1638;052028CB;CH RAMAGE LA BATISSE AC HAUT MEDOC CRU BOURGEOIS;2000;RGE;x 6;75 cl
1639;052029CB;CH RAMAGE LA BATISSE AC HAUT MEDOC CRU BOURGEOIS C;2000;RGE;x 6;75 cl
1640;084008;AC CORBIERES LA GDE CUVEE;2013;RGE;x 6;75 cl
1641;124010;AC LALANDE POMEROL BECH;2012;RGE;x 6;75 cl
1642;001015;PANNIER CHAMP BRUT BLANC DE BLANCS;2012;BLC;x 6;75 cl
1643;001016;PANNIER CHAMP BLANC DE NOIRS;2006;BLC;x 6;75 cl
1644;001017;PANNIER EGERIE ROSE DE SAIGNEE;0;RSE;x 6;75 cl
1645;136001;AC ST ESTEPHE TOUR ST-FORT;2001;RGE;x 6;75 cl
1646;137001;AC CTX LANGUEDOC TERRES D'ASPERES M.DES CABRES;2014;RGE;x 6;75 cl
1647;118011;BAS ARMAGNAC MILLESIME 40% VOL;1957;RGE;x 1;50 cl
1648;118012;BAS ARMAGNAC MILLESIME 40% VOL;1950;RGE;x 1;50 cl
1649;085005;GOURMETS  AC TOURAINE GAMAY;1990;RGE;x 6;37.5 cl
1650;075007;AC MEDOC CH LE BREUIL RENAISSANCE;2005;RGE;x 6;75 cl
1651;110600;CH LES MARNIERES AC COTES DE BERGERAC MOELLEUX;2014;BLC;x 6;75 cl
1652;001911;BOITE METAL;0;BLC;x 1;75 cl
1653;001912;COFFRET CADEAU 1BLLE et 2 FLUTES P5011;0;BLC;x 1;75 cl
1654;001899;COFFRET CADEAU 2 BLLES;0;BLC;x 1;75 cl
1655;118013;ARMAGNAC RECOLTE 1989 ARIANE;1989;RGE;x 1 CB;70 cl
1656;118014;ARMAGNAC RECOLTE 1987 ARIANE en caissette bois;1987;RGE;x 1 CB;70 cl
1657;118015;ARMAGNAC RECOLTE 1981 ARIANE en caissette bois;1981;RGE;x 1 CB;70 cl
1658;118016;ARMAGNAC RECOLTE 1976 ARIANE;1976;RGE;x 1 CB;70 cl
1659;118017;ARMAGNAC MILLESIME 40% VOL;1971;RGE;x 1 CB;70 cl
1660;110601;AC C.DE BERGERAC F.DE CHENE  MOELL;2011;BLC;x 6;75 cl
1662;008011;FLEUR DE MAUBET VDP DES COTES DE GASCOGNE;1990;RGE;x 1;B10L
1663;008012;FLEUR DE MAUBET VDP DES COTES DE GASCOGNE;1990;RGE;x 1;B05L
1664;008013;FLEUR DE MAUBET VDP DES COTES DE GASCOGNE;1990;RSE;x 1;B05L
1667;073001;CH CALON SEGUR SAINT ESTEPHE;1996;RGE;x 6;75 cl
1668;073002;CH CALON SEGUR SAINT ESTEPHE;2005;RGE;x 6;75 cl
1669;073003;CH LA LAGUNE HAUT MEDOC 3 ème CRU CLASSE;2003;RGE;x 6;75 cl
1670;073004;LACOSTE BORIE PAUILLAC 2 ème VIN;2003;RGE;x 6;75 cl
1671;073005;CH LALANDE BORIE PAUILLAC 2 ème VIN;2003;RGE;x 6;75 cl
1675;118101;ARMAGNAC RECOLTE 1997 ARIANE en caissette bois;1997;;x 1;50 cl
1676;118102;ARMAGNAC MILLESIME 40% ARIANE;1948;BLC;x 1 CB;50 cl
1677;118113;ARMAGNAC MILLESIME 40% ARIANE;1949;BLC;x 1 CB;50 cl
1678;118114;ARMAGNAC MILLESIME 40% ARIANE;1951;BLC;x 1 CB;50 cl
1679;118115;ARMAGNAC MILLESIME 40% ARIANE;1952;BLC;x 1 CB;50 cl
1680;118117;ARMAGNAC MILLESIME 40% ARIANE;1962;BLC;x 1 CB;50 cl
1681;118118;ARMAGNAC MILLESIME 40% ARIANE;1963;BLC;x 1 CB;50 cl
